Subject,Object
http://www.drugtargetontology.org/dto/DTO_61000227,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_01300542,http://www.drugtargetontology.org/dto/DTO_01300443
http://www.drugtargetontology.org/dto/DTO_02200149,http://www.drugtargetontology.org/dto/DTO_02402008
http://purl.obolibrary.org/obo/DOID_2512,http://purl.obolibrary.org/obo/DOID_0050736
http://www.drugtargetontology.org/dto/DTO_01300578,http://www.drugtargetontology.org/dto/DTO_01300482
http://purl.obolibrary.org/obo/BTO_0001036,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0001060
http://www.drugtargetontology.org/dto/DTO_02100280,http://www.drugtargetontology.org/dto/DTO_02300070
http://www.drugtargetontology.org/dto/DTO_01100321,http://www.drugtargetontology.org/dto/DTO_01300578
http://purl.obolibrary.org/obo/BTO_0002362,http://www.drugtargetontology.org/dto/DTO_00000018
http://www.drugtargetontology.org/dto/DTO_02200476,http://www.drugtargetontology.org/dto/DTO_02400002
http://www.drugtargetontology.org/dto/DTO_02100308,http://www.drugtargetontology.org/dto/DTO_02300013
http://www.drugtargetontology.org/dto/DTO_03300309,http://www.drugtargetontology.org/dto/DTO_03300129
http://purl.obolibrary.org/obo/DOID_8445,http://purl.obolibrary.org/obo/DOID_8437
http://purl.obolibrary.org/obo/CHEBI_16978,http://purl.obolibrary.org/obo/CHEBI_18059
http://purl.obolibrary.org/obo/DOID_11277,http://purl.obolibrary.org/obo/DOID_7998
http://www.drugtargetontology.org/dto/DTO_02400045,http://www.drugtargetontology.org/dto/DTO_02400004
http://www.drugtargetontology.org/dto/DTO_62000025,http://purl.obolibrary.org/obo/CHEBI_30006
http://www.drugtargetontology.org/dto/DTO_02200632,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_02100224,http://www.drugtargetontology.org/dto/DTO_02300059
http://www.drugtargetontology.org/dto/DTO_02100417,http://www.drugtargetontology.org/dto/DTO_02300013
http://purl.obolibrary.org/obo/DOID_4109,http://purl.obolibrary.org/obo/DOID_4110
http://www.drugtargetontology.org/dto/DTO_01100001,http://www.drugtargetontology.org/dto/DTO_01309332
http://purl.obolibrary.org/obo/CHEBI_28918,http://purl.obolibrary.org/obo/CHEBI_32952
http://www.drugtargetontology.org/dto/DTO_02200347,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_02300038,http://www.drugtargetontology.org/dto/DTO_02300002
http://www.drugtargetontology.org/dto/DTO_01200015,http://www.drugtargetontology.org/dto/DTO_01400499
http://www.drugtargetontology.org/dto/DTO_03200463,http://www.drugtargetontology.org/dto/DTO_03400221
http://www.drugtargetontology.org/dto/DTO_03200092,http://www.drugtargetontology.org/dto/DTO_03400142
http://www.drugtargetontology.org/dto/DTO_03200054,http://www.drugtargetontology.org/dto/DTO_03400254
http://www.drugtargetontology.org/dto/DTO_03200577,http://www.drugtargetontology.org/dto/DTO_03491041
http://purl.obolibrary.org/obo/BTO_0000680,http://www.drugtargetontology.org/dto/DTO_00000018
http://www.drugtargetontology.org/dto/DTO_02200520,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_62000219,http://purl.obolibrary.org/obo/CHEBI_16044
http://www.drugtargetontology.org/dto/DTO_03200421,http://www.drugtargetontology.org/dto/DTO_03491009
http://purl.obolibrary.org/obo/DOID_799,http://purl.obolibrary.org/obo/DOID_866
http://purl.obolibrary.org/obo/DOID_2703,http://purl.obolibrary.org/obo/DOID_65
http://purl.obolibrary.org/obo/BTO_0003383,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0000279,http://www.drugtargetontology.org/dto/DTO_00000018
http://www.drugtargetontology.org/dto/DTO_61000085,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_02100663,http://www.drugtargetontology.org/dto/DTO_02300013
http://www.drugtargetontology.org/dto/DTO_02100489,http://www.drugtargetontology.org/dto/DTO_02300013
http://www.drugtargetontology.org/dto/DTO_03300157,http://www.drugtargetontology.org/dto/DTO_03300106
http://www.drugtargetontology.org/dto/DTO_03200030,http://www.drugtargetontology.org/dto/DTO_03400126
http://www.drugtargetontology.org/dto/DTO_03391014,http://www.drugtargetontology.org/dto/DTO_03300326
http://purl.obolibrary.org/obo/CHEBI_30736,http://purl.obolibrary.org/obo/CHEBI_16670
http://www.drugtargetontology.org/dto/DTO_02200724,http://www.drugtargetontology.org/dto/DTO_02400002
http://purl.obolibrary.org/obo/BTO_0001203,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0000765
http://www.drugtargetontology.org/dto/DTO_03100100,http://www.drugtargetontology.org/dto/DTO_03300146
http://purl.obolibrary.org/obo/DOID_4308,http://purl.obolibrary.org/obo/DOID_1389
http://purl.obolibrary.org/obo/DOID_37,http://purl.obolibrary.org/obo/DOID_16
http://purl.obolibrary.org/obo/DOID_374,http://purl.obolibrary.org/obo/DOID_0060158
http://purl.obolibrary.org/obo/BTO_0000081,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/DOID_732,http://purl.obolibrary.org/obo/DOID_18
http://purl.obolibrary.org/obo/DOID_731,http://purl.obolibrary.org/obo/DOID_0060085|http://purl.obolibrary.org/obo/DOID_18
http://purl.obolibrary.org/obo/DOID_12583,http://purl.obolibrary.org/obo/DOID_0060388
http://purl.obolibrary.org/obo/DOID_12581,http://purl.obolibrary.org/obo/DOID_204|http://purl.obolibrary.org/obo/DOID_12223
http://purl.obolibrary.org/obo/DOID_12580,http://purl.obolibrary.org/obo/DOID_0060388
http://purl.obolibrary.org/obo/DOID_1947,http://purl.obolibrary.org/obo/DOID_2789
http://www.drugtargetontology.org/dto/DTO_03100421,http://www.drugtargetontology.org/dto/DTO_03391009
http://www.drugtargetontology.org/dto/DTO_09000004,http://purl.obolibrary.org/obo/CHEBI_16670
http://purl.obolibrary.org/obo/BTO_0000747,http://www.drugtargetontology.org/dto/DTO_00000018
http://www.drugtargetontology.org/dto/DTO_00117492,http://www.drugtargetontology.org/dto/DTO_00117464
http://purl.obolibrary.org/obo/DOID_12678,http://purl.obolibrary.org/obo/DOID_10575
http://purl.obolibrary.org/obo/DOID_12679,http://purl.obolibrary.org/obo/DOID_182|http://purl.obolibrary.org/obo/DOID_557
http://purl.obolibrary.org/obo/DOID_0050013,http://purl.obolibrary.org/obo/DOID_0060158
http://purl.obolibrary.org/obo/DOID_0050012,http://purl.obolibrary.org/obo/DOID_934
http://purl.obolibrary.org/obo/BTO_0005693,http://purl.obolibrary.org/obo/BTO_0001656|http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/DOID_417,http://purl.obolibrary.org/obo/DOID_0060056
http://purl.obolibrary.org/obo/DOID_418,http://purl.obolibrary.org/obo/DOID_37|http://purl.obolibrary.org/obo/DOID_419
http://purl.obolibrary.org/obo/DOID_419,http://purl.obolibrary.org/obo/DOID_1575|http://purl.obolibrary.org/obo/DOID_854
http://purl.obolibrary.org/obo/BTO_0005305,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0000628
http://www.drugtargetontology.org/dto/DTO_03300249,http://www.drugtargetontology.org/dto/DTO_03300120
http://purl.obolibrary.org/obo/DOID_0050856,http://purl.obolibrary.org/obo/DOID_0060038
http://purl.obolibrary.org/obo/DOID_0050852,http://purl.obolibrary.org/obo/DOID_326
http://purl.obolibrary.org/obo/DOID_0050854,http://purl.obolibrary.org/obo/DOID_0050736
http://purl.obolibrary.org/obo/DOID_7736,http://purl.obolibrary.org/obo/DOID_2462
http://purl.obolibrary.org/obo/DOID_5289,http://purl.obolibrary.org/obo/DOID_1967|http://purl.obolibrary.org/obo/DOID_5165
http://purl.obolibrary.org/obo/DOID_14515,http://purl.obolibrary.org/obo/DOID_0060388
http://www.drugtargetontology.org/dto/DTO_03400160,http://www.drugtargetontology.org/dto/DTO_03400109
http://purl.obolibrary.org/obo/DOID_7457,http://purl.obolibrary.org/obo/DOID_883
http://www.drugtargetontology.org/dto/DTO_03200013,http://www.drugtargetontology.org/dto/DTO_03400247
http://www.drugtargetontology.org/dto/DTO_02200717,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_03391011,http://www.drugtargetontology.org/dto/DTO_03300324
http://www.drugtargetontology.org/dto/DTO_01400418,http://www.drugtargetontology.org/dto/DTO_01400351
http://purl.obolibrary.org/obo/BTO_0001773,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0000854
http://www.drugtargetontology.org/dto/DTO_01200216,http://www.drugtargetontology.org/dto/DTO_01400359
http://purl.obolibrary.org/obo/DOID_3407,http://purl.obolibrary.org/obo/DOID_6713
http://www.drugtargetontology.org/dto/DTO_02100727,http://www.drugtargetontology.org/dto/DTO_02300100
http://purl.obolibrary.org/obo/BTO_0005545,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0001883,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0000740
http://www.drugtargetontology.org/dto/DTO_61000231,http://www.drugtargetontology.org/dto/DTO_61000000
http://purl.obolibrary.org/obo/UBERON_0007811,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/UBERON_0001062
http://purl.obolibrary.org/obo/BTO_0002881,http://purl.obolibrary.org/obo/BTO_0002666|http://www.drugtargetontology.org/dto/DTO_00000018
http://www.drugtargetontology.org/dto/DTO_02200526,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_02100220,http://www.drugtargetontology.org/dto/DTO_02300059
http://purl.obolibrary.org/obo/BTO_0003016,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0002553
http://purl.obolibrary.org/obo/BTO_0000775,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0000751|http://purl.obolibrary.org/obo/BTO_0001096
http://www.drugtargetontology.org/dto/DTO_02100744,http://www.drugtargetontology.org/dto/DTO_02300002
http://www.drugtargetontology.org/dto/DTO_01300464,http://www.drugtargetontology.org/dto/DTO_01300370
http://purl.obolibrary.org/obo/BTO_0001355,http://www.drugtargetontology.org/dto/DTO_00000018
http://www.drugtargetontology.org/dto/DTO_03200559,http://www.drugtargetontology.org/dto/DTO_03400242
http://purl.obolibrary.org/obo/DOID_9848,http://purl.obolibrary.org/obo/DOID_9847
http://purl.obolibrary.org/obo/BTO_0000312,http://purl.obolibrary.org/obo/BTO_0000938|http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/CHEBI_17115,http://purl.obolibrary.org/obo/CHEBI_33709
http://www.drugtargetontology.org/dto/DTO_03300155,http://www.drugtargetontology.org/dto/DTO_03300106
http://purl.obolibrary.org/obo/BTO_0001130,http://www.drugtargetontology.org/dto/DTO_00000018
http://www.drugtargetontology.org/dto/DTO_01200287,http://www.drugtargetontology.org/dto/DTO_01400368
http://purl.obolibrary.org/obo/BTO_0002157,http://purl.obolibrary.org/obo/UBERON_0001474|http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0000140
http://www.drugtargetontology.org/dto/DTO_03200437,http://www.drugtargetontology.org/dto/DTO_03491041
http://purl.obolibrary.org/obo/BTO_0004859,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0001876
http://www.drugtargetontology.org/dto/DTO_01400514,http://www.drugtargetontology.org/dto/DTO_01400408
http://purl.obolibrary.org/obo/BTO_0003906,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0000416
http://www.drugtargetontology.org/dto/DTO_03200141,http://www.drugtargetontology.org/dto/DTO_03400152
http://purl.obolibrary.org/obo/CHEBI_80256,http://purl.obolibrary.org/obo/CHEBI_16670
http://www.drugtargetontology.org/dto/DTO_02100778,http://www.drugtargetontology.org/dto/DTO_02300014
http://www.drugtargetontology.org/dto/DTO_02100774,http://www.drugtargetontology.org/dto/DTO_02300002
http://purl.obolibrary.org/obo/DOID_3008,http://purl.obolibrary.org/obo/DOID_3007
http://www.drugtargetontology.org/dto/DTO_62000093,http://purl.obolibrary.org/obo/CHEBI_16044
http://purl.obolibrary.org/obo/DOID_1107,http://purl.obolibrary.org/obo/DOID_5041|http://purl.obolibrary.org/obo/DOID_305
http://purl.obolibrary.org/obo/DOID_11077,http://purl.obolibrary.org/obo/DOID_0050338
http://www.drugtargetontology.org/dto/DTO_03200533,http://www.drugtargetontology.org/dto/DTO_03400236
http://www.drugtargetontology.org/dto/DTO_02100628,http://www.drugtargetontology.org/dto/DTO_02300013
http://purl.obolibrary.org/obo/DOID_9993,http://purl.obolibrary.org/obo/DOID_4194|http://purl.obolibrary.org/obo/DOID_1428
http://www.drugtargetontology.org/dto/DTO_61000213,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_03100049,http://www.drugtargetontology.org/dto/DTO_03300253
http://www.drugtargetontology.org/dto/DTO_09000026,http://purl.obolibrary.org/obo/CHEBI_16670
http://purl.obolibrary.org/obo/DOID_8649,http://purl.obolibrary.org/obo/DOID_10944|http://purl.obolibrary.org/obo/DOID_8618
http://www.drugtargetontology.org/dto/DTO_01200269,http://www.drugtargetontology.org/dto/DTO_01400364
http://purl.obolibrary.org/obo/DOID_9111,http://purl.obolibrary.org/obo/DOID_9065
http://purl.obolibrary.org/obo/DOID_314,http://purl.obolibrary.org/obo/DOID_200
http://purl.obolibrary.org/obo/DOID_319,http://purl.obolibrary.org/obo/DOID_331
http://purl.obolibrary.org/obo/BTO_0000839,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0000556
http://www.drugtargetontology.org/dto/DTO_62000344,http://purl.obolibrary.org/obo/CHEBI_30013
http://www.drugtargetontology.org/dto/DTO_61000274,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_09000034,http://purl.obolibrary.org/obo/CHEBI_18059
http://www.drugtargetontology.org/dto/DTO_03200347,http://www.drugtargetontology.org/dto/DTO_03400196
http://www.drugtargetontology.org/dto/DTO_03400263,http://www.drugtargetontology.org/dto/DTO_03400136
http://purl.obolibrary.org/obo/DOID_5667,http://purl.obolibrary.org/obo/DOID_2095|http://purl.obolibrary.org/obo/DOID_3451
http://www.drugtargetontology.org/dto/DTO_03100034,http://www.drugtargetontology.org/dto/DTO_03300251
http://www.drugtargetontology.org/dto/DTO_61000210,http://www.drugtargetontology.org/dto/DTO_61000000
http://purl.obolibrary.org/obo/BTO_0000804,http://purl.obolibrary.org/obo/BTO_0002279|http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/DOID_4045,http://purl.obolibrary.org/obo/DOID_0060100
http://www.drugtargetontology.org/dto/DTO_03200049,http://www.drugtargetontology.org/dto/DTO_03400253
http://www.drugtargetontology.org/dto/DTO_62000018,http://purl.obolibrary.org/obo/CHEBI_30009
http://purl.obolibrary.org/obo/DOID_2825,http://purl.obolibrary.org/obo/DOID_974
http://purl.obolibrary.org/obo/BTO_0001533,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/DOID_1800,http://purl.obolibrary.org/obo/DOID_305
http://www.drugtargetontology.org/dto/DTO_02100014,http://www.drugtargetontology.org/dto/DTO_02300018
http://purl.obolibrary.org/obo/CHEBI_52392,http://purl.obolibrary.org/obo/CHEBI_18059
http://www.drugtargetontology.org/dto/DTO_02100017,http://www.drugtargetontology.org/dto/DTO_02300031
http://purl.obolibrary.org/obo/BTO_0000062,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0000092
http://www.drugtargetontology.org/dto/DTO_02100339,http://www.drugtargetontology.org/dto/DTO_02300013
http://www.drugtargetontology.org/dto/DTO_03200191,http://www.drugtargetontology.org/dto/DTO_03400166
http://www.drugtargetontology.org/dto/DTO_03100102,http://www.drugtargetontology.org/dto/DTO_03300147
http://www.drugtargetontology.org/dto/DTO_01100172,http://www.drugtargetontology.org/dto/DTO_01300327
http://purl.obolibrary.org/obo/BTO_0001967,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0001966
http://www.drugtargetontology.org/dto/DTO_03200321,http://www.drugtargetontology.org/dto/DTO_03400293
http://www.drugtargetontology.org/dto/DTO_02200438,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_03100412,http://www.drugtargetontology.org/dto/DTO_03391003
http://www.drugtargetontology.org/dto/DTO_03100510,http://www.drugtargetontology.org/dto/DTO_03300187
http://www.drugtargetontology.org/dto/DTO_01300337,http://www.drugtargetontology.org/dto/DTO_01300327
http://purl.obolibrary.org/obo/DOID_2485,http://purl.obolibrary.org/obo/DOID_0050032
http://www.drugtargetontology.org/dto/DTO_03491035,http://www.drugtargetontology.org/dto/DTO_03400129
http://www.drugtargetontology.org/dto/DTO_03491044,http://www.drugtargetontology.org/dto/DTO_03400324
http://www.drugtargetontology.org/dto/DTO_03200222,http://www.drugtargetontology.org/dto/DTO_03400171
http://www.drugtargetontology.org/dto/DTO_00117518,http://www.drugtargetontology.org/dto/DTO_00117474
http://www.drugtargetontology.org/dto/DTO_62000321,http://purl.obolibrary.org/obo/CHEBI_30013
http://purl.obolibrary.org/obo/DOID_8867,http://purl.obolibrary.org/obo/DOID_934
http://www.drugtargetontology.org/dto/DTO_01400406,http://www.drugtargetontology.org/dto/DTO_01400343
http://www.drugtargetontology.org/dto/DTO_61000102,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_03100402,http://www.drugtargetontology.org/dto/DTO_03300204
http://www.drugtargetontology.org/dto/DTO_02400039,http://www.drugtargetontology.org/dto/DTO_02402008
http://purl.obolibrary.org/obo/BTO_0003878,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0000787
http://www.drugtargetontology.org/dto/DTO_03400102,http://www.drugtargetontology.org/dto/DTO_03400101
http://www.drugtargetontology.org/dto/DTO_01200258,http://www.drugtargetontology.org/dto/DTO_01400456
http://purl.obolibrary.org/obo/BTO_0000131,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/UBERON_0001062
http://www.drugtargetontology.org/dto/DTO_01200065,http://www.drugtargetontology.org/dto/DTO_01400339
http://www.drugtargetontology.org/dto/DTO_02100055,http://www.drugtargetontology.org/dto/DTO_02300095
http://www.drugtargetontology.org/dto/DTO_02200686,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_03491037,http://www.drugtargetontology.org/dto/DTO_03400217
http://www.drugtargetontology.org/dto/DTO_02100500,http://www.drugtargetontology.org/dto/DTO_02300013
http://www.drugtargetontology.org/dto/DTO_01200055,http://www.drugtargetontology.org/dto/DTO_01400336
http://purl.obolibrary.org/obo/BTO_0001614,http://www.drugtargetontology.org/dto/DTO_00000018
http://www.drugtargetontology.org/dto/DTO_01100305,http://www.drugtargetontology.org/dto/DTO_01300479
http://www.drugtargetontology.org/dto/DTO_02200304,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_61000180,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_03400133,http://www.drugtargetontology.org/dto/DTO_03400106
http://www.drugtargetontology.org/dto/DTO_03391033,http://www.drugtargetontology.org/dto/DTO_03300136
http://www.drugtargetontology.org/dto/DTO_02200251,http://www.drugtargetontology.org/dto/DTO_02400063
http://purl.obolibrary.org/obo/DOID_9352,http://purl.obolibrary.org/obo/DOID_9351
http://www.drugtargetontology.org/dto/DTO_03100159,http://www.drugtargetontology.org/dto/DTO_03391021
http://www.drugtargetontology.org/dto/DTO_01200001,http://www.drugtargetontology.org/dto/DTO_01409932
http://purl.obolibrary.org/obo/BTO_0001093,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0001518
http://www.drugtargetontology.org/dto/DTO_03200204,http://www.drugtargetontology.org/dto/DTO_03400169
http://www.drugtargetontology.org/dto/DTO_02100116,http://www.drugtargetontology.org/dto/DTO_02300046
http://www.drugtargetontology.org/dto/DTO_03100302,http://www.drugtargetontology.org/dto/DTO_03300290
http://www.drugtargetontology.org/dto/DTO_02100024,http://www.drugtargetontology.org/dto/DTO_02300020
http://www.drugtargetontology.org/dto/DTO_03200087,http://www.drugtargetontology.org/dto/DTO_03400140
http://www.drugtargetontology.org/dto/DTO_62000074,http://purl.obolibrary.org/obo/CHEBI_30006
http://purl.obolibrary.org/obo/DOID_6239,http://purl.obolibrary.org/obo/DOID_5432
http://purl.obolibrary.org/obo/DOID_4645,http://purl.obolibrary.org/obo/DOID_5679|http://purl.obolibrary.org/obo/DOID_2174
http://purl.obolibrary.org/obo/DOID_1307,http://purl.obolibrary.org/obo/DOID_1561
http://www.drugtargetontology.org/dto/DTO_02200143,http://www.drugtargetontology.org/dto/DTO_02402008
http://purl.obolibrary.org/obo/BTO_0000353,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/DOID_1785,http://purl.obolibrary.org/obo/DOID_53|http://purl.obolibrary.org/obo/DOID_170
http://www.drugtargetontology.org/dto/DTO_03200167,http://www.drugtargetontology.org/dto/DTO_03400125
http://www.drugtargetontology.org/dto/DTO_02200761,http://www.drugtargetontology.org/dto/DTO_02400002
http://www.drugtargetontology.org/dto/DTO_09000174,http://purl.obolibrary.org/obo/CHEBI_16670
http://purl.obolibrary.org/obo/DOID_2921,http://purl.obolibrary.org/obo/DOID_10952
http://purl.obolibrary.org/obo/BTO_0003438,http://purl.obolibrary.org/obo/BTO_0000849|http://www.drugtargetontology.org/dto/DTO_00000018
http://www.drugtargetontology.org/dto/DTO_03100581,http://www.drugtargetontology.org/dto/DTO_03391041
http://www.drugtargetontology.org/dto/DTO_62000184,http://purl.obolibrary.org/obo/CHEBI_16044
http://purl.obolibrary.org/obo/BTO_0000483,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0000713
http://www.drugtargetontology.org/dto/DTO_01200060,http://www.drugtargetontology.org/dto/DTO_01400336
http://www.drugtargetontology.org/dto/DTO_01200324,http://www.drugtargetontology.org/dto/DTO_01400581
http://www.drugtargetontology.org/dto/DTO_62000177,http://purl.obolibrary.org/obo/CHEBI_16044
http://www.drugtargetontology.org/dto/DTO_02300099,http://www.drugtargetontology.org/dto/DTO_02300038
http://www.drugtargetontology.org/dto/DTO_61000129,http://www.drugtargetontology.org/dto/DTO_61000000
http://purl.obolibrary.org/obo/BTO_0000205,http://www.drugtargetontology.org/dto/DTO_00000018
http://www.drugtargetontology.org/dto/DTO_01400536,http://www.drugtargetontology.org/dto/DTO_01400436
http://www.drugtargetontology.org/dto/DTO_03100494,http://www.drugtargetontology.org/dto/DTO_03300181
http://purl.obolibrary.org/obo/CHEBI_10415,http://purl.obolibrary.org/obo/CHEBI_16670
http://www.drugtargetontology.org/dto/DTO_62000162,http://purl.obolibrary.org/obo/CHEBI_16044
http://purl.obolibrary.org/obo/DOID_1116,http://purl.obolibrary.org/obo/DOID_0050339
http://purl.obolibrary.org/obo/DOID_11168,http://purl.obolibrary.org/obo/DOID_934
http://purl.obolibrary.org/obo/DOID_11162,http://purl.obolibrary.org/obo/DOID_850
http://www.drugtargetontology.org/dto/DTO_03391030,http://www.drugtargetontology.org/dto/DTO_03300326
http://purl.obolibrary.org/obo/BTO_0000798,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0001575
http://purl.obolibrary.org/obo/CHEBI_33700,http://purl.obolibrary.org/obo/CHEBI_24431
http://purl.obolibrary.org/obo/BTO_0005202,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0000159
http://www.drugtargetontology.org/dto/DTO_03100461,http://www.drugtargetontology.org/dto/DTO_03300220
http://www.drugtargetontology.org/dto/DTO_03391031,http://www.drugtargetontology.org/dto/DTO_03300323
http://www.drugtargetontology.org/dto/DTO_01100009,http://www.drugtargetontology.org/dto/DTO_01300493
http://purl.obolibrary.org/obo/DOID_5166,http://purl.obolibrary.org/obo/DOID_1380
http://www.drugtargetontology.org/dto/DTO_02200423,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_02100081,http://www.drugtargetontology.org/dto/DTO_02300037
http://www.drugtargetontology.org/dto/DTO_01100066,http://www.drugtargetontology.org/dto/DTO_01300339
http://www.drugtargetontology.org/dto/DTO_02100180,http://www.drugtargetontology.org/dto/DTO_02300002
http://purl.obolibrary.org/obo/BTO_0002327,http://www.drugtargetontology.org/dto/DTO_00000018
http://www.drugtargetontology.org/dto/DTO_02200631,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_02200718,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_62000195,http://purl.obolibrary.org/obo/CHEBI_16044
http://www.drugtargetontology.org/dto/DTO_03100386,http://www.drugtargetontology.org/dto/DTO_03300303
http://purl.obolibrary.org/obo/DOID_561,http://purl.obolibrary.org/obo/DOID_5656
http://www.drugtargetontology.org/dto/DTO_02200301,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_02100632,http://www.drugtargetontology.org/dto/DTO_02300013
http://www.drugtargetontology.org/dto/DTO_03100017,http://www.drugtargetontology.org/dto/DTO_03300247
http://purl.obolibrary.org/obo/DOID_9256,http://purl.obolibrary.org/obo/DOID_5672
http://www.drugtargetontology.org/dto/DTO_03100248,http://www.drugtargetontology.org/dto/DTO_03300177
http://www.drugtargetontology.org/dto/DTO_02300071,http://www.drugtargetontology.org/dto/DTO_02300002
http://www.drugtargetontology.org/dto/DTO_03491005,http://www.drugtargetontology.org/dto/DTO_03491009
http://purl.obolibrary.org/obo/BTO_0005405,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0001262
http://www.drugtargetontology.org/dto/DTO_03100545,http://www.drugtargetontology.org/dto/DTO_03300239
http://www.drugtargetontology.org/dto/DTO_03100374,http://www.drugtargetontology.org/dto/DTO_03300301
http://www.drugtargetontology.org/dto/DTO_02100318,http://www.drugtargetontology.org/dto/DTO_02300013
http://www.drugtargetontology.org/dto/DTO_03100562,http://www.drugtargetontology.org/dto/DTO_03300243
http://www.drugtargetontology.org/dto/DTO_62000352,http://purl.obolibrary.org/obo/CHEBI_30013
http://www.drugtargetontology.org/dto/DTO_03100570,http://www.drugtargetontology.org/dto/DTO_03300244
http://www.drugtargetontology.org/dto/DTO_02100313,http://www.drugtargetontology.org/dto/DTO_02300013
http://purl.obolibrary.org/obo/DOID_11705,http://purl.obolibrary.org/obo/DOID_557
http://purl.obolibrary.org/obo/BTO_0001200,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0002195|http://purl.obolibrary.org/obo/BTO_0001964
http://www.drugtargetontology.org/dto/DTO_02200730,http://www.drugtargetontology.org/dto/DTO_02400100
http://purl.obolibrary.org/obo/BTO_0002920,http://www.drugtargetontology.org/dto/DTO_00000018|http://purl.obolibrary.org/obo/BTO_0002919
http://www.drugtargetontology.org/dto/DTO_03200123,http://www.drugtargetontology.org/dto/DTO_03491040
http://www.drugtargetontology.org/dto/DTO_03100250,http://www.drugtargetontology.org/dto/DTO_03300324
